Category | Function,Role,Resource type,Unit,Region,Rate_low,Rate_high,Currency,Source,Notes,Estimated_Cost,Band,Anomaly_Flag
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,NA-CA,195.0,195.0,CAD,OP_Content Lab,Exact Rate Match,82.98,N,
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,EU-CH,225.0,225.0,CHF,OP_Content Lab,Exact Rate Match,95.74,O,
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,UK-LON,95.0,95.0,GBP,OP_Content Lab,Exact Rate Match,40.43,L,
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,EU-ES,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,EU-FR,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,EU-DE,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,EU-IT,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match,51.06,M,
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,LATAM-BR,580.0,580.0,BRL,OP_Content Lab,Exact Rate Match,246.81,O,
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,APAC-CN,775.0,775.0,CNY,OP_Content Lab,Exact Rate Match,329.79,O,
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,NA-CA,122.0,122.0,CAD,OP_Content Lab,Exact Rate Match,51.91,M,
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,EU-CH,140.0,140.0,CHF,OP_Content Lab,Exact Rate Match,59.57,M,
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,UK-LON,80.0,80.0,GBP,OP_Content Lab,Exact Rate Match,34.04,K,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,EU-ES,80.0,80.0,EUR,OP_Content Lab,Exact Rate Match,34.04,K,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,EU-FR,115.0,115.0,EUR,OP_Content Lab,Exact Rate Match,48.94,M,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,EU-DE,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match,51.06,M,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,EU-IT,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,LATAM-BR,420.0,420.0,BRL,OP_Content Lab,Exact Rate Match,178.72,O,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,APAC-CN,630.0,630.0,CNY,OP_Content Lab,Exact Rate Match,268.09,O,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,NA-CA,118.0,118.0,CAD,OP_Content Lab,Exact Rate Match,50.21,M,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,EU-CH,120.0,120.0,CHF,OP_Content Lab,Exact Rate Match,51.06,M,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,UK-LON,120.0,120.0,GBP,OP_Content Lab,Exact Rate Match,51.06,M,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,EU-ES,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match,51.06,M,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,EU-FR,175.0,175.0,EUR,OP_Content Lab,Exact Rate Match,74.47,N,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,EU-DE,150.0,150.0,EUR,OP_Content Lab,Exact Rate Match,63.83,N,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,EU-IT,127.0,127.0,EUR,OP_Content Lab,Exact Rate Match,54.04,M,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,LATAM-BR,640.0,640.0,BRL,OP_Content Lab,Exact Rate Match,272.34,O,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,APAC-CN,710.0,710.0,CNY,OP_Content Lab,Exact Rate Match,302.13,O,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,NA-CA,145.0,145.0,CAD,OP_Content Lab,Exact Rate Match,61.7,N,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,EU-CH,150.0,150.0,CHF,OP_Content Lab,Exact Rate Match,63.83,N,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Broadcast),Assistant Producer,FTE,Hour,UK-LON,95.0,95.0,GBP,OP_Content Lab,Exact Rate Match,40.43,L,
Production (Broadcast),Assistant Producer,FTE,Hour,EU-ES,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Production (Broadcast),Assistant Producer,FTE,Hour,EU-FR,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Production (Broadcast),Assistant Producer,FTE,Hour,EU-DE,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Production (Broadcast),Assistant Producer,FTE,Hour,EU-IT,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match,51.06,M,
Production (Broadcast),Assistant Producer,FTE,Hour,LATAM-BR,580.0,580.0,BRL,OP_Content Lab,Exact Rate Match,246.81,O,
Production (Broadcast),Assistant Producer,FTE,Hour,APAC-CN,775.0,775.0,CNY,OP_Content Lab,Exact Rate Match,329.79,O,
Production (Broadcast),Assistant Producer,FTE,Hour,NA-CA,122.0,122.0,CAD,OP_Content Lab,Exact Rate Match,51.91,M,
Production (Broadcast),Assistant Producer,FTE,Hour,EU-CH,140.0,140.0,CHF,OP_Content Lab,Exact Rate Match,59.57,M,
Production (Broadcast),Assistant Producer,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Broadcast),Assistant Producer,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Broadcast),Assistant Producer,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Broadcast),Assistant Producer,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Broadcast),Broadcast Editor,FTE,Hour,UK-LON,145.0,145.0,GBP,OP_Content Lab,Exact Rate Match,61.7,N,
Production (Broadcast),Broadcast Editor,FTE,Hour,EU-ES,127.0,127.0,EUR,OP_Content Lab,Exact Rate Match,54.04,M,
Production (Broadcast),Broadcast Editor,FTE,Hour,EU-FR,190.0,190.0,EUR,OP_Content Lab,Exact Rate Match,80.85,N,
Production (Broadcast),Broadcast Editor,FTE,Hour,EU-DE,190.0,190.0,EUR,OP_Content Lab,Exact Rate Match,80.85,N,
Production (Broadcast),Broadcast Editor,FTE,Hour,EU-IT,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Production (Broadcast),Broadcast Editor,FTE,Hour,LATAM-BR,675.0,675.0,BRL,OP_Content Lab,Exact Rate Match,287.23,O,
Production (Broadcast),Broadcast Editor,FTE,Hour,APAC-CN,740.0,740.0,CNY,OP_Content Lab,Exact Rate Match,314.89,O,
Production (Broadcast),Broadcast Editor,FTE,Hour,NA-CA,160.0,160.0,CAD,OP_Content Lab,Exact Rate Match,68.09,N,
Production (Broadcast),Broadcast Editor,FTE,Hour,EU-CH,190.0,190.0,CHF,OP_Content Lab,Exact Rate Match,80.85,N,
Production (Broadcast),Broadcast Editor,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Broadcast),Broadcast Editor,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Broadcast),Broadcast Editor,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Broadcast),Broadcast Editor,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Broadcast),Executive Producer,FTE,Hour,UK-LON,220.0,220.0,GBP,OP_Content Lab,Exact Rate Match,93.62,O,
Production (Broadcast),Executive Producer,FTE,Hour,EU-ES,165.0,165.0,EUR,OP_Content Lab,Exact Rate Match,70.21,N,
Production (Broadcast),Executive Producer,FTE,Hour,EU-FR,220.0,220.0,EUR,OP_Content Lab,Exact Rate Match,93.62,O,
Production (Broadcast),Executive Producer,FTE,Hour,EU-DE,225.0,225.0,EUR,OP_Content Lab,Exact Rate Match,95.74,O,
Production (Broadcast),Executive Producer,FTE,Hour,EU-IT,175.0,175.0,EUR,OP_Content Lab,Exact Rate Match,74.47,N,
Production (Broadcast),Executive Producer,FTE,Hour,LATAM-BR,875.0,875.0,BRL,OP_Content Lab,Exact Rate Match,372.34,O,
Production (Broadcast),Executive Producer,FTE,Hour,APAC-CN,1325.0,1325.0,CNY,OP_Content Lab,Exact Rate Match,563.83,O,
Production (Broadcast),Executive Producer,FTE,Hour,NA-CA,195.0,195.0,CAD,OP_Content Lab,Exact Rate Match,82.98,N,
Production (Broadcast),Executive Producer,FTE,Hour,EU-CH,225.0,225.0,CHF,OP_Content Lab,Exact Rate Match,95.74,O,
Production (Broadcast),Executive Producer,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Broadcast),Executive Producer,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Broadcast),Executive Producer,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Broadcast),Executive Producer,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Broadcast),Head of Broadcast Production,FTE,Hour,UK-LON,300.0,300.0,GBP,OP_Content Lab,Exact Rate Match,127.66,O,
Production (Broadcast),Head of Broadcast Production,FTE,Hour,EU-ES,250.0,250.0,EUR,OP_Content Lab,Exact Rate Match,106.38,O,
Production (Broadcast),Head of Broadcast Production,FTE,Hour,EU-FR,315.0,315.0,EUR,OP_Content Lab,Exact Rate Match,134.04,O,
Production (Broadcast),Head of Broadcast Production,FTE,Hour,EU-DE,300.0,300.0,EUR,OP_Content Lab,Exact Rate Match,127.66,O,
Production (Broadcast),Head of Broadcast Production,FTE,Hour,EU-IT,225.0,225.0,EUR,OP_Content Lab,Exact Rate Match,95.74,O,
Production (Broadcast),Head of Broadcast Production,FTE,Hour,LATAM-BR,1500.0,1500.0,BRL,OP_Content Lab,Exact Rate Match,638.3,O,
Production (Broadcast),Head of Broadcast Production,FTE,Hour,APAC-CN,3100.0,3100.0,CNY,OP_Content Lab,Exact Rate Match,1319.15,O,
Production (Broadcast),Head of Broadcast Production,FTE,Hour,NA-CA,300.0,300.0,CAD,OP_Content Lab,Exact Rate Match,127.66,O,
Production (Broadcast),Head of Broadcast Production,FTE,Hour,EU-CH,300.0,300.0,CHF,OP_Content Lab,Exact Rate Match,127.66,O,
Production (Broadcast),Head of Broadcast Production,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Broadcast),Head of Broadcast Production,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Broadcast),Head of Broadcast Production,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Broadcast),Head of Broadcast Production,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Broadcast),Junior Broadcast Editor,FTE,Hour,UK-LON,80.0,80.0,GBP,OP_Content Lab,Exact Rate Match,34.04,K,
Production (Broadcast),Junior Broadcast Editor,FTE,Hour,EU-ES,80.0,80.0,EUR,OP_Content Lab,Exact Rate Match,34.04,K,
Production (Broadcast),Junior Broadcast Editor,FTE,Hour,EU-FR,115.0,115.0,EUR,OP_Content Lab,Exact Rate Match,48.94,M,
Production (Broadcast),Junior Broadcast Editor,FTE,Hour,EU-DE,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match,51.06,M,
Production (Broadcast),Junior Broadcast Editor,FTE,Hour,EU-IT,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Production (Broadcast),Junior Broadcast Editor,FTE,Hour,LATAM-BR,420.0,420.0,BRL,OP_Content Lab,Exact Rate Match,178.72,O,
Production (Broadcast),Junior Broadcast Editor,FTE,Hour,APAC-CN,630.0,630.0,CNY,OP_Content Lab,Exact Rate Match,268.09,O,
Production (Broadcast),Junior Broadcast Editor,FTE,Hour,NA-CA,118.0,118.0,CAD,OP_Content Lab,Exact Rate Match,50.21,M,
Production (Broadcast),Junior Broadcast Editor,FTE,Hour,EU-CH,120.0,120.0,CHF,OP_Content Lab,Exact Rate Match,51.06,M,
Production (Broadcast),Junior Broadcast Editor,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Broadcast),Junior Broadcast Editor,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Broadcast),Junior Broadcast Editor,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Broadcast),Junior Broadcast Editor,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Broadcast),Producer,FTE,Hour,UK-LON,110.0,110.0,GBP,OP_Content Lab,Exact Rate Match,46.81,M,
Production (Broadcast),Producer,FTE,Hour,EU-ES,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match,51.06,M,
Production (Broadcast),Producer,FTE,Hour,EU-FR,175.0,175.0,EUR,OP_Content Lab,Exact Rate Match,74.47,N,
Production (Broadcast),Producer,FTE,Hour,EU-DE,150.0,150.0,EUR,OP_Content Lab,Exact Rate Match,63.83,N,
Production (Broadcast),Producer,FTE,Hour,EU-IT,127.0,127.0,EUR,OP_Content Lab,Exact Rate Match,54.04,M,
Production (Broadcast),Producer,FTE,Hour,LATAM-BR,640.0,640.0,BRL,OP_Content Lab,Exact Rate Match,272.34,O,
Production (Broadcast),Producer,FTE,Hour,APAC-CN,710.0,710.0,CNY,OP_Content Lab,Exact Rate Match,302.13,O,
Production (Broadcast),Producer,FTE,Hour,NA-CA,145.0,145.0,CAD,OP_Content Lab,Exact Rate Match,61.7,N,
Production (Broadcast),Producer,FTE,Hour,EU-CH,150.0,150.0,CHF,OP_Content Lab,Exact Rate Match,63.83,N,
Production (Broadcast),Producer,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Broadcast),Producer,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Broadcast),Producer,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Broadcast),Producer,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Broadcast),Senior Broadcast Editor,FTE,Hour,UK-LON,180.0,180.0,GBP,OP_Content Lab,Exact Rate Match,76.6,N,
Production (Broadcast),Senior Broadcast Editor,FTE,Hour,EU-ES,155.0,155.0,EUR,OP_Content Lab,Exact Rate Match,65.96,N,
Production (Broadcast),Senior Broadcast Editor,FTE,Hour,EU-FR,200.0,200.0,EUR,OP_Content Lab,Exact Rate Match,85.11,N,
Production (Broadcast),Senior Broadcast Editor,FTE,Hour,EU-DE,210.0,210.0,EUR,OP_Content Lab,Exact Rate Match,89.36,O,
Production (Broadcast),Senior Broadcast Editor,FTE,Hour,EU-IT,145.0,145.0,EUR,OP_Content Lab,Exact Rate Match,61.7,N,
Production (Broadcast),Senior Broadcast Editor,FTE,Hour,LATAM-BR,790.0,790.0,BRL,OP_Content Lab,Exact Rate Match,336.17,O,
Production (Broadcast),Senior Broadcast Editor,FTE,Hour,APAC-CN,815.0,815.0,CNY,OP_Content Lab,Exact Rate Match,346.81,O,
Production (Broadcast),Senior Broadcast Editor,FTE,Hour,NA-CA,177.0,177.0,CAD,OP_Content Lab,Exact Rate Match,75.32,N,
Production (Broadcast),Senior Broadcast Editor,FTE,Hour,EU-CH,210.0,210.0,CHF,OP_Content Lab,Exact Rate Match,89.36,O,
Production (Broadcast),Senior Broadcast Editor,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Broadcast),Senior Broadcast Editor,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Broadcast),Senior Broadcast Editor,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Broadcast),Senior Broadcast Editor,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Broadcast),Senior Producer,FTE,Hour,UK-LON,145.0,145.0,GBP,OP_Content Lab,Exact Rate Match,61.7,N,
Production (Broadcast),Senior Producer,FTE,Hour,EU-ES,127.0,127.0,EUR,OP_Content Lab,Exact Rate Match,54.04,M,
Production (Broadcast),Senior Producer,FTE,Hour,EU-FR,190.0,190.0,EUR,OP_Content Lab,Exact Rate Match,80.85,N,
Production (Broadcast),Senior Producer,FTE,Hour,EU-DE,190.0,190.0,EUR,OP_Content Lab,Exact Rate Match,80.85,N,
Production (Broadcast),Senior Producer,FTE,Hour,EU-IT,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Production (Broadcast),Senior Producer,FTE,Hour,LATAM-BR,675.0,675.0,BRL,OP_Content Lab,Exact Rate Match,287.23,O,
Production (Broadcast),Senior Producer,FTE,Hour,APAC-CN,740.0,740.0,CNY,OP_Content Lab,Exact Rate Match,314.89,O,
Production (Broadcast),Senior Producer,FTE,Hour,NA-CA,160.0,160.0,CAD,OP_Content Lab,Exact Rate Match,68.09,N,
Production (Broadcast),Senior Producer,FTE,Hour,EU-CH,190.0,190.0,CHF,OP_Content Lab,Exact Rate Match,80.85,N,
Production (Broadcast),Senior Producer,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Broadcast),Senior Producer,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Broadcast),Senior Producer,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Broadcast),Senior Producer,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Print),Asset Manager / Archivist,FTE,Hour,UK-LON,80.0,80.0,GBP,OP_Content Lab,Exact Rate Match,34.04,K,
Production (Print),Asset Manager / Archivist,FTE,Hour,EU-ES,80.0,80.0,EUR,OP_Content Lab,Exact Rate Match,34.04,K,
Production (Print),Asset Manager / Archivist,FTE,Hour,EU-FR,115.0,115.0,EUR,OP_Content Lab,Exact Rate Match,48.94,M,
Production (Print),Asset Manager / Archivist,FTE,Hour,EU-DE,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match,51.06,M,
Production (Print),Asset Manager / Archivist,FTE,Hour,EU-IT,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Production (Print),Asset Manager / Archivist,FTE,Hour,LATAM-BR,420.0,420.0,BRL,OP_Content Lab,Exact Rate Match,178.72,O,
Production (Print),Asset Manager / Archivist,FTE,Hour,APAC-CN,630.0,630.0,CNY,OP_Content Lab,Exact Rate Match,268.09,O,
Production (Print),Asset Manager / Archivist,FTE,Hour,NA-CA,118.0,118.0,CAD,OP_Content Lab,Exact Rate Match,50.21,M,
Production (Print),Asset Manager / Archivist,FTE,Hour,EU-CH,120.0,120.0,CHF,OP_Content Lab,Exact Rate Match,51.06,M,
Production (Print),Asset Manager / Archivist,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Print),Asset Manager / Archivist,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Print),Asset Manager / Archivist,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Print),Asset Manager / Archivist,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Print),Art Buyer,FTE,Hour,UK-LON,95.0,95.0,GBP,OP_Content Lab,Exact Rate Match,40.43,L,
Production (Print),Art Buyer,FTE,Hour,EU-ES,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Production (Print),Art Buyer,FTE,Hour,EU-FR,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Production (Print),Art Buyer,FTE,Hour,EU-DE,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Production (Print),Art Buyer,FTE,Hour,EU-IT,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match,51.06,M,
Production (Print),Art Buyer,FTE,Hour,LATAM-BR,580.0,580.0,BRL,OP_Content Lab,Exact Rate Match,246.81,O,
Production (Print),Art Buyer,FTE,Hour,APAC-CN,775.0,775.0,CNY,OP_Content Lab,Exact Rate Match,329.79,O,
Production (Print),Art Buyer,FTE,Hour,NA-CA,122.0,122.0,CAD,OP_Content Lab,Exact Rate Match,51.91,M,
Production (Print),Art Buyer,FTE,Hour,EU-CH,140.0,140.0,CHF,OP_Content Lab,Exact Rate Match,59.57,M,
Production (Print),Art Buyer,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Print),Art Buyer,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Print),Art Buyer,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Print),Art Buyer,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Print),Assistant Production Manager,FTE,Hour,UK-LON,95.0,95.0,GBP,OP_Content Lab,Exact Rate Match,40.43,L,
Production (Print),Assistant Production Manager,FTE,Hour,EU-ES,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Production (Print),Assistant Production Manager,FTE,Hour,EU-FR,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Production (Print),Assistant Production Manager,FTE,Hour,EU-DE,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Production (Print),Assistant Production Manager,FTE,Hour,EU-IT,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match,51.06,M,
Production (Print),Assistant Production Manager,FTE,Hour,LATAM-BR,580.0,580.0,BRL,OP_Content Lab,Exact Rate Match,246.81,O,
Production (Print),Assistant Production Manager,FTE,Hour,APAC-CN,775.0,775.0,CNY,OP_Content Lab,Exact Rate Match,329.79,O,
Production (Print),Assistant Production Manager,FTE,Hour,NA-CA,122.0,122.0,CAD,OP_Content Lab,Exact Rate Match,51.91,M,
Production (Print),Assistant Production Manager,FTE,Hour,EU-CH,140.0,140.0,CHF,OP_Content Lab,Exact Rate Match,59.57,M,
Production (Print),Assistant Production Manager,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Print),Assistant Production Manager,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Print),Assistant Production Manager,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Print),Assistant Production Manager,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Print),Head of Print Production,FTE,Hour,UK-LON,275.0,275.0,GBP,OP_Content Lab,Exact Rate Match,117.02,O,
Production (Print),Head of Print Production,FTE,Hour,EU-ES,195.0,195.0,EUR,OP_Content Lab,Exact Rate Match,82.98,N,
Production (Print),Head of Print Production,FTE,Hour,EU-FR,250.0,250.0,EUR,OP_Content Lab,Exact Rate Match,106.38,O,
Production (Print),Head of Print Production,FTE,Hour,EU-DE,250.0,250.0,EUR,OP_Content Lab,Exact Rate Match,106.38,O,
Production (Print),Head of Print Production,FTE,Hour,EU-IT,180.0,180.0,EUR,OP_Content Lab,Exact Rate Match,76.6,N,
Production (Print),Head of Print Production,FTE,Hour,LATAM-BR,950.0,950.0,BRL,OP_Content Lab,Exact Rate Match,404.26,O,
